время	nd	gc*10^6	alpha	ntk	pk	pg	tgaz	tk	etai	etakad	etat	etamex	Gdiz	Gk	Gt	Meff	Mi	Mpot	Mnagr	Mosh	Mk	Mt	Lkad	Ltad	rho
0	1000	2430	1.65499	38000	4.3	3.6	958.503	487.614	0.398783	0.803606	0.915793	0.890082	5.75091	9.28402	4.17757	35006.2	39329.3	4323.01	32000	3.66574e+06	444.382	266.467	153060	277154	3.50377
0.01	1001.4	1153.32	3.58439	37624.3	4.57656	3.34813	708.54	502.75	0.458604	0.783722	0.920807	0.890368	5.91983	8.18107	4.58246	19113	21466.4	2353.4	32000	2.00426e+06	427.071	207.694	161189	193929	3.60162
0.02	995.734	1197.95	3.50761	37184.3	4.80084	3.09065	714.707	516.933	0.459674	0.761774	0.924692	0.889211	5.98312	6.73153	4.25703	19873.1	22349.1	2476.04	32000	2.07217e+06	380.188	185.195	167528	183190	3.66086
0.03	990.403	1239.71	3.41311	36819.2	4.95495	2.89375	723.491	528.33	0.460904	0.74238	0.926838	0.888123	5.99266	5.35581	3.94629	20595.8	23190.2	2594.45	32000	2.13602e+06	321.392	165.913	171762	174895	3.68643
0.04	985.39	1278.81	3.31767	36530.9	5.0508	2.74877	732.965	536.109	0.46196	0.728938	0.927927	0.8871	5.97836	4.39425	3.68535	21269.4	23976.3	2706.92	32000	2.19472e+06	274.748	150.824	174348	168715	3.69634
0.05	980.671	1315.43	3.22179	36307	5.10346	2.64422	742.926	541.596	0.462518	0.718262	0.928425	0.886137	5.94326	3.58492	3.48379	21881.2	24692.7	2811.59	32000	2.24703e+06	230.725	139.908	175753	164456	3.69232
0.06	976.217	1349.85	3.13099	36145.2	5.12076	2.56882	752.696	544.563	0.462628	0.711476	0.928622	0.885228	5.89998	3.02815	3.33322	22436	25344.9	2908.89	32000	2.29355e+06	198.147	132.171	176213	161621	3.68216
0.07	972.005	1382.27	3.04317	36025.6	5.11534	2.5139	763.833	546.341	0.462485	0.705806	0.928672	0.884368	5.84685	2.6705	3.21695	22945.4	25945.5	3000.12	32000	2.3355e+06	176.589	126.865	176069	160200	3.66481
0.08	968.016	1412.86	2.95964	35933.3	5.09589	2.47341	774.837	547.379	0.462122	0.700804	0.928656	0.883554	5.78837	2.44053	3.12751	23413.2	26498.9	3085.68	32000	2.37334e+06	162.473	123.18	175552	159588	3.64311
0.09	964.228	1441.81	2.88	35858.6	5.06798	2.44273	785.539	548.11	0.460238	0.695791	0.928613	0.882781	5.72555	2.29	3.05668	23774.8	26931.7	3156.9	32000	2.40056e+06	153.217	120.575	174807	159507	3.61772
0.1	960.599	1469.54	2.80388	35795.1	5.03508	2.41859	795.961	548.707	0.458335	0.690633	0.92856	0.882041	5.66004	2.18865	2.99837	24111.7	27336.3	3224.57	32000	2.42541e+06	147.046	118.677	173926	159776	3.58985
0.11	957.117	1496.15	2.73313	35738.6	4.99942	2.39883	805.834	548.952	0.456451	0.68615	0.928503	0.88133	5.59677	2.12611	2.94916	24427.7	27716.9	3289.16	32000	2.44829e+06	143.21	117.225	172966	160211	3.56263
0.12	953.774	1521.7	2.66905	35683.2	4.9638	2.38243	814.934	548.778	0.454642	0.682801	0.928446	0.880648	5.53947	2.11983	2.90746	24727.2	28078.4	3351.22	32000	2.46966e+06	142.909	116.099	172002	160708	3.53851
0.13	950.562	1546.26	2.60929	35626.9	4.92919	2.36846	823.535	548.6	0.45285	0.679546	0.928391	0.879992	5.48432	2.10761	2.87107	25008.6	28419.1	3410.51	32000	2.48935e+06	142.209	115.218	171061	161265	3.51512
0.14	947.473	1569.91	2.55279	35570.6	4.89533	2.35618	831.772	548.513	0.450932	0.676104	0.928338	0.879362	5.4299	2.0929	2.83843	25265.4	28731.5	3466.11	32000	2.50673e+06	141.391	114.503	170135	161861	3.49159
0.15	944.495	1592.74	2.49866	35514.7	4.86209	2.34492	840.493	548.603	0.448905	0.672234	0.928285	0.878754	5.3751	2.07679	2.80701	25500	29018.3	3518.35	32000	2.52206e+06	140.575	113.932	169222	162608	3.46725
0.16	941.619	1614.84	2.4475	35459.3	4.82945	2.33453	848.882	548.686	0.446812	0.668434	0.928232	0.878167	5.32185	2.06099	2.7779	25716	29283.8	3567.72	32000	2.53568e+06	139.769	113.429	168321	163342	3.44339
0.17	938.837	1636.27	2.39903	35404.7	4.79738	2.3247	856.884	548.763	0.444664	0.664699	0.928179	0.877599	5.27007	2.04567	2.75069	25915.3	29529.8	3614.46	32000	2.54779e+06	138.986	112.957	167432	164028	3.41999
0.18	936.142	1657.11	2.35296	35350.6	4.76587	2.31523	864.465	548.832	0.441962	0.66103	0.928124	0.877049	5.21968	2.0308	2.72504	26069.5	29724.1	3654.59	32000	2.55558e+06	138.225	112.489	166554	164644	3.39704
0.19	933.512	1677.56	2.30888	35297.2	4.7349	2.30593	871.649	548.895	0.439285	0.657424	0.928068	0.876513	5.17053	2.01624	2.70061	26215.3	29908.6	3693.34	32000	2.56266e+06	137.477	112.008	165687	165182	3.37453
0.2	930.961	1697.48	2.2682	35243.8	4.70466	2.29676	878.23	548.682	0.437454	0.654605	0.92801	0.875992	5.1257	2.02316	2.6776	26400.3	30137.6	3737.31	32000	2.57369e+06	138.04	111.496	164836	165600	3.35444
0.21	928.493	1716.8	2.23187	35187	4.67653	2.28813	884.061	548.109	0.435815	0.652942	0.927952	0.875488	5.08751	2.03676	2.65675	26585.6	30366.6	3781	32000	2.58489e+06	138.874	111.007	164041	165910	3.3383
0.22	926.106	1735.57	2.19651	35128.1	4.64983	2.27987	889.661	547.806	0.434165	0.650716	0.927894	0.875001	5.0486	2.03842	2.63698	26759.5	30582.2	3822.74	32000	2.5951e+06	139.051	110.549	163284	166196	3.3213
0.23	923.795	1753.8	2.16311	35068.4	4.62411	2.2718	894.901	547.478	0.432573	0.648648	0.927836	0.87453	5.01151	2.03485	2.61821	26926.9	30790.2	3863.26	32000	2.60482e+06	138.862	110.091	162551	166421	3.30515
0.24	921.557	1771.52	2.13112	35008.4	4.59911	2.26389	899.873	547.197	0.431012	0.646523	0.927776	0.874073	4.97521	2.02851	2.60024	27086.7	30989	3902.36	32000	2.61393e+06	138.51	109.633	161837	166599	3.28918
0.25	919.389	1788.76	2.10042	34948.2	4.5747	2.25604	904.601	546.956	0.429477	0.644347	0.927715	0.87363	4.93961	2.0207	2.58287	27239.1	31179.2	3940.09	32000	2.62245e+06	138.081	109.164	161136	166726	3.27334
0.26	917.288	1805.54	2.07095	34888	4.55082	2.2482	909.099	546.738	0.427919	0.642157	0.927651	0.873202	4.90478	2.01213	2.56601	27381.4	31357.5	3976.08	32000	2.63013e+06	137.612	108.68	160448	166801	3.25771
0.27	915.248	1821.91	2.04264	34827.8	4.52739	2.24036	913.384	546.534	0.426363	0.639972	0.927585	0.872785	4.87073	2.00315	2.5496	27516.2	31526.9	4010.68	32000	2.6372e+06	137.122	108.18	159770	166826	3.2423
0.28	913.268	1837.89	2.0154	34767.6	4.50439	2.2325	917.469	546.338	0.424869	0.637801	0.927517	0.872381	4.83744	1.99393	2.53358	27647.4	31691.9	4044.48	32000	2.64404e+06	136.619	107.663	159103	166802	3.22713
0.29	911.345	1853.48	1.98919	34707.3	4.48178	2.22461	921.367	546.148	0.423431	0.635646	0.927446	0.871989	4.8049	1.98458	2.51792	27775.1	31852.6	4077.49	32000	2.65066e+06	136.111	107.13	158444	166731	3.21218
0.3	909.479	1868.7	1.96395	34647	4.45953	2.21669	924.897	545.963	0.422048	0.63351	0.927373	0.871608	4.77308	1.97515	2.50286	27899.5	32009.2	4109.73	32000	2.65708e+06	135.599	106.571	157794	166582	3.19746
0.31	907.667	1883.55	1.93962	34586.5	4.43764	2.20868	927.951	545.783	0.420716	0.631387	0.927296	0.871238	4.74193	1.96558	2.48843	28020.5	32161.7	4141.2	32000	2.66329e+06	135.08	105.971	157151	166327	3.18293
0.32	905.91	1898.03	1.91757	34525.2	4.41632	2.20064	930.405	545.277	0.419526	0.630153	0.927217	0.87088	4.71494	1.96869	2.47488	28144.4	32317.3	4172.82	32000	2.66989e+06	135.257	105.334	156524	165954	3.17095
0.33	904.208	1912.13	1.89662	34462.1	4.39596	2.19275	932.629	544.774	0.418399	0.629011	0.927136	0.870532	4.68924	1.97212	2.46193	28266.1	32469.9	4203.8	32000	2.67639e+06	135.464	104.709	155922	165547	3.1596
0.34	902.557	1925.89	1.87198	34399.2	4.37571	2.1846	935.24	545.402	0.417016	0.625	0.927051	0.870195	4.65309	1.93027	2.44822	28364.4	32595.4	4231.04	32000	2.6808e+06	133.171	104.072	155322	165175	3.14098
0.35	900.95	1939.36	1.84815	34340.3	4.35383	2.17545	937.694	545.802	0.415966	0.621377	0.926952	0.869867	4.61778	1.89279	2.43356	28480.2	32740.8	4260.65	32000	2.68695e+06	131.02	103.293	154671	164662	3.1227
0.36	899.399	1952.43	1.82641	34283.3	4.33131	2.16594	939.859	545.768	0.415174	0.618761	0.926845	0.869551	4.5863	1.87077	2.41895	28607.1	32898.7	4291.61	32000	2.69428e+06	129.693	102.451	153999	164051	3.10677
0.37	897.904	1965.08	1.80599	34226.8	4.30864	2.15636	941.831	545.542	0.414438	0.616595	0.926734	0.869246	4.55684	1.85554	2.40461	28731.4	33053.2	4321.85	32000	2.70148e+06	128.732	101.588	153320	163390	3.09194
0.38	896.465	1977.33	1.78692	34170.4	4.28603	2.14687	943.615	545.126	0.413761	0.614893	0.926621	0.868952	4.52954	1.84383	2.39072	28853.5	33204.9	4351.44	32000	2.70862e+06	127.916	100.725	152640	162695	3.07835
0.39	895.076	1989.21	1.76851	34113.8	4.26358	2.13752	945.29	544.695	0.412671	0.613232	0.926506	0.868669	4.50283	1.83355	2.37724	28940.9	33316.4	4375.49	32000	2.71261e+06	127.192	99.8752	151962	161988	3.06495
0.4	893.726	2000.84	1.75062	34056.8	4.24133	2.12828	946.877	544.262	0.411569	0.611586	0.926388	0.868393	4.47657	1.82397	2.36409	29023.2	33421.7	4398.53	32000	2.71622e+06	126.516	99.0342	151288	161268	3.05169
0.41	892.411	2012.25	1.73321	33999.5	4.21929	2.11912	948.38	543.826	0.410461	0.609955	0.926268	0.868125	4.45077	1.81478	2.35123	29101.1	33521.8	4420.7	32000	2.71951e+06	125.868	98.2003	150618	160535	3.03856
0.42	891.13	2023.45	1.71626	33941.8	4.19748	2.11004	949.805	543.389	0.409349	0.608341	0.926146	0.867863	4.4254	1.80583	2.33863	29175	33617	4442.04	32000	2.7225e+06	125.236	97.372	149952	159788	3.02559
0.43	889.881	2034.45	1.69974	33883.7	4.17588	2.10101	951.156	542.949	0.408235	0.606743	0.926021	0.867608	4.40046	1.79705	2.32628	29245.1	33707.7	4462.62	32000	2.72522e+06	124.617	96.5482	149290	159027	3.01276
0.44	888.663	2045.26	1.68364	33825.2	4.15449	2.09205	952.437	542.508	0.407118	0.605161	0.925893	0.86736	4.37593	1.78841	2.31414	29311.7	33794.2	4482.47	32000	2.72768e+06	124.009	95.7286	148633	158252	3.00007
0.45	887.474	2055.91	1.66763	33768.6	4.13246	2.0831	953.664	542.047	0.405971	0.60353	0.925762	0.867117	4.35106	1.74094	2.30217	29373.1	33874.4	4501.33	32000	2.72974e+06	120.692	94.9042	147952	157463	2.98702
0.46	886.31	2066.41	1.65182	33716.9	4.1087	2.07409	954.804	541.404	0.404806	0.602113	0.925627	0.86688	4.32614	1.70827	2.29027	29430.4	33949.8	4519.4	32000	2.73147e+06	118.296	94.0525	147216	156643	2.97381
0.47	885.172	2076.78	1.63636	33667	4.08444	2.06504	955.863	540.67	0.403602	0.600838	0.925487	0.866647	4.30163	1.69415	2.27849	29482.2	34018.6	4536.48	32000	2.73277e+06	117.138	93.1882	146461	155798	2.96077
0.48	884.055	2087.04	1.62121	33616.9	4.0604	2.05595	956.733	539.934	0.402353	0.599574	0.925343	0.866419	4.27747	1.68958	2.26695	29528.4	34081	4552.56	32000	2.7336e+06	116.642	92.3111	145710	154911	2.94785
0.49	882.958	2097.21	1.60646	33565.6	4.03694	2.04678	957.189	539.208	0.40112	0.59834	0.925194	0.866196	4.25391	1.69003	2.25585	29573.8	34142.1	4568.37	32000	2.7344e+06	116.5	91.4079	144974	153940	2.93526
0.5	881.882	2107.29	1.59214	33512.5	4.01422	2.03756	957.605	538.497	0.39991	0.597145	0.925041	0.865976	4.23109	1.69318	2.24479	29618.7	34202.6	4583.98	32000	2.73522e+06	116.557	90.5032	144258	152950	2.92308
0.51	880.825	2117.28	1.57828	33457.3	3.99234	2.02838	957.987	537.805	0.398724	0.595995	0.924884	0.86576	4.20908	1.69788	2.23384	29663.4	34262.8	4599.43	32000	2.73606e+06	116.737	89.6067	143566	151953	2.91136
0.52	879.788	2127.16	1.56487	33399.7	3.97134	2.01929	958.338	537.134	0.397565	0.594891	0.924726	0.865549	4.18788	1.70352	2.22307	29708	34322.7	4614.74	32000	2.73695e+06	116.999	88.7263	142899	150954	2.90011
0.53	878.771	2136.96	1.55193	33339.8	3.95123	2.01036	958.663	536.485	0.396433	0.593833	0.924566	0.865341	4.16753	1.70979	2.21253	29752.7	34382.6	4629.92	32000	2.7379e+06	117.321	87.868	142258	149962	2.88935
0.54	877.774	2146.65	1.53943	33277.4	3.93201	2.00161	958.964	535.859	0.395329	0.592822	0.924406	0.865138	4.148	1.7165	2.20225	29797.4	34442.4	4644.98	32000	2.7389e+06	117.693	87.0366	141643	148983	2.87908
0.55	876.798	2156.24	1.52759	33212.4	3.91367	1.99311	959.224	535.189	0.394277	0.592028	0.924247	0.864938	4.12988	1.72378	2.19232	29843.9	34504.1	4660.18	32000	2.74013e+06	118.089	86.2368	141054	148019	2.8697
0.56	875.844	2165.69	1.51743	33145.2	3.89622	1.9851	959.351	534.158	0.393383	0.592243	0.924093	0.864744	4.11592	1.7329	2.1831	29900	34576.8	4676.73	32000	2.74229e+06	118.438	85.4932	140492	147088	2.86311
0.57	874.915	2174.98	1.50773	33075.6	3.87965	1.97769	959.461	533.147	0.392522	0.592524	0.923949	0.864554	4.10282	1.74246	2.17459	29956.1	34649.2	4693.09	32000	2.74452e+06	118.831	84.8229	139957	146221	2.85703
0.58	874.011	2184.12	1.49847	33003.9	3.86395	1.97082	959.56	532.16	0.391693	0.592858	0.923813	0.86437	4.09053	1.75229	2.16671	30012	34721.3	4709.26	32000	2.74681e+06	119.258	84.2185	139448	145413	2.85141
0.59	873.121	2193.22	1.48356	32934.2	3.84739	1.96346	960.122	532.893	0.390257	0.588728	0.923664	0.864188	4.06254	1.69161	2.15775	30020.2	34738	4717.85	32000	2.74475e+06	115.733	83.5708	138910	144611	2.83479
0.6	872.242	2202.28	1.47278	32870	3.82873	1.95575	960.184	532.094	0.389241	0.588148	0.923506	0.864009	4.04559	1.64876	2.14896	30059.6	34790.8	4731.26	32000	2.74559e+06	112.637	82.846	138302	143687	2.82581
0.61	871.38	2211.26	1.46176	32810.1	3.80858	1.94812	960.174	531.227	0.388189	0.587523	0.923346	0.863833	4.02773	1.61524	2.14033	30094.4	34838.3	4743.84	32000	2.74606e+06	110.139	82.1143	137643	142757	2.81612
0.62	870.532	2220.19	1.45061	32753.3	3.78737	1.94044	960.104	530.307	0.38711	0.586864	0.923183	0.86366	4.00924	1.58821	2.1317	30125.8	34881.6	4755.77	32000	2.74625e+06	108.056	81.366	136946	141808	2.80592
0.63	869.698	2229.06	1.4394	32699	3.76542	1.93266	959.981	529.347	0.386011	0.586183	0.923014	0.863489	3.99032	1.56571	2.12301	30154.5	34921.7	4767.18	32000	2.74622e+06	106.261	80.5967	136222	140834	2.79536
0.64	868.875	2237.9	1.42816	32646.6	3.74293	1.92476	959.811	528.357	0.38476	0.585484	0.922839	0.863321	3.97111	1.54633	2.11421	30170.1	34946.6	4776.45	32000	2.74505e+06	104.664	79.8057	135477	139834	2.78454
0.65	868.055	2246.79	1.41689	32595.7	3.72005	1.91674	959.603	527.341	0.383407	0.584774	0.922659	0.863154	3.95168	1.5291	2.1053	30177.6	34962	4784.41	32000	2.74314e+06	103.203	78.9937	134716	138808	2.77353
0.66	867.239	2255.73	1.4056	32546	3.69687	1.9086	959.433	526.303	0.382071	0.584054	0.922472	0.862988	3.9321	1.51337	2.09618	30186.3	34978.8	4792.53	32000	2.74135e+06	101.834	78.166	133942	137768	2.76238
0.67	866.427	2264.71	1.39432	32497.3	3.67347	1.90044	959.267	525.247	0.380755	0.583327	0.922282	0.862822	3.91241	1.4987	2.087	30196.2	34997	4800.83	32000	2.73968e+06	100.531	77.3321	133156	136722	2.75112
0.68	865.619	2273.73	1.38307	32449.6	3.64989	1.89215	958.616	524.174	0.379459	0.582595	0.922085	0.862657	3.89265	1.48473	2.07815	30207.4	35016.7	4809.31	32000	2.73814e+06	99.2694	76.4595	132361	135584	2.73979
0.69	864.816	2282.77	1.37185	32402.6	3.62617	1.8837	957.961	523.086	0.378185	0.581859	0.92188	0.862493	3.87285	1.47118	2.06908	30220	35038	4817.96	32000	2.73675e+06	98.0321	75.5663	131558	134422	2.72838
0.7	864.02	2291.84	1.36067	32356.8	3.60215	1.87515	957.297	521.966	0.376931	0.581134	0.921669	0.862331	3.85296	1.45299	2.05984	30233.8	35060.6	4826.77	32000	2.73547e+06	96.475	74.656	130740	133241	2.71687
0.71	863.23	2300.91	1.35012	32311.4	3.57814	1.86661	956.634	520.646	0.375762	0.580908	0.921455	0.862169	3.83474	1.45126	2.05056	30253.6	35090.1	4836.49	32000	2.73476e+06	95.9265	73.7453	129919	132056	2.7065
0.72	862.45	2309.96	1.34024	32259.2	3.55677	1.85826	956.044	519.465	0.374675	0.580708	0.921241	0.86201	3.81819	1.52451	2.04136	30279.3	35126.3	4847.08	32000	2.73461e+06	100.396	72.8736	129185	130902	2.69725
0.73	861.683	2318.96	1.33111	32198.8	3.53847	1.85032	955.538	518.448	0.373681	0.580535	0.921034	0.861854	3.80358	1.55869	2.03249	30311.1	35169.6	4858.56	32000	2.73505e+06	102.367	72.0688	128554	129807	2.68932
0.74	860.931	2327.89	1.32242	32134.3	3.52168	1.84286	955.074	517.512	0.372744	0.580378	0.920837	0.8617	3.78997	1.57146	2.02408	30346.1	35216.6	4870.45	32000	2.73582e+06	102.974	71.3284	127973	128777	2.68205
0.75	860.195	2336.74	1.31398	32068	3.50559	1.83586	954.63	516.61	0.371847	0.580226	0.920649	0.86155	3.77687	1.5725	2.01614	30382.8	35265.3	4882.48	32000	2.73678e+06	102.831	70.6431	127414	127803	2.67506
0.76	859.475	2345.49	1.30571	32001	3.48973	1.82924	954.192	515.718	0.370979	0.580077	0.920469	0.861403	3.76399	1.56712	2.0086	30420.2	35314.7	4894.5	32000	2.73786e+06	102.274	70.002	126862	126878	2.66817
0.77	858.772	2354.14	1.29754	31934.2	3.47385	1.82293	953.753	514.822	0.370133	0.579928	0.920295	0.86126	3.75118	1.55821	2.00138	30457.8	35364.2	4906.45	32000	2.739e+06	101.487	69.3947	126307	125991	2.66127
0.78	858.085	2362.7	1.28945	31867.9	3.45783	1.81687	953.31	513.913	0.369307	0.579778	0.920125	0.861119	3.73836	1.54739	1.99442	30495.3	35413.5	4918.25	32000	2.74018e+06	100.568	68.8123	125745	125133	2.65429
0.79	857.415	2371.16	1.28143	31802.4	3.44159	1.81099	952.862	512.989	0.368499	0.579625	0.919959	0.860983	3.72548	1.53554	1.98764	30532.6	35462.5	4929.9	32000	2.74139e+06	99.575	68.2473	125174	124295	2.64722
0.8	856.762	2379.51	1.27346	31737.8	3.4251	1.80525	952.406	512.046	0.367707	0.57947	0.919794	0.860849	3.71253	1.52312	1.98098	30569.6	35511	4941.38	32000	2.74262e+06	98.5368	67.694	124591	123473	2.64003
0.81	856.125	2387.77	1.26554	31674.3	3.40834	1.7996	951.943	511.084	0.36693	0.579312	0.919631	0.860719	3.69949	1.51042	1.97441	30606.3	35558.9	4952.67	32000	2.74387e+06	97.4708	67.148	123998	122661	2.63271
0.82	855.504	2395.93	1.25767	31612	3.3913	1.79403	951.473	510.102	0.366167	0.579152	0.919468	0.860593	3.68636	1.49757	1.96789	30642.5	35606.2	4963.77	32000	2.74512e+06	96.3863	66.6058	123392	121855	2.62527
0.83	854.899	2403.99	1.24984	31550.7	3.37399	1.78852	950.995	509.099	0.365418	0.57899	0.919305	0.860469	3.67313	1.48467	1.96139	30678.3	35652.9	4974.68	32000	2.74638e+06	95.2887	66.065	122774	121052	2.6177
0.84	854.31	2411.95	1.24205	31490.6	3.35641	1.78303	950.509	508.077	0.364682	0.578824	0.919141	0.860349	3.6598	1.47175	1.95489	30713.6	35699	4985.4	32000	2.74765e+06	94.1813	65.5237	122145	120252	2.61
0.85	853.736	2419.81	1.23438	31431.7	3.33856	1.77758	950.016	507.004	0.363966	0.57874	0.918976	0.860232	3.64663	1.45895	1.94838	30749	35745	4996.02	32000	2.74898e+06	93.0593	64.9814	121503	119453	2.60235
0.86	853.179	2427.56	1.22707	31374.1	3.32046	1.77225	949.822	505.799	0.363292	0.578964	0.918813	0.860118	3.63428	1.44664	1.94168	30786.3	35793.1	5006.81	32000	2.75051e+06	91.9113	64.4597	120850	118706	2.59523
0.87	852.639	2435.21	1.21981	31317.8	3.3021	1.76712	949.752	504.575	0.362629	0.579191	0.918654	0.860008	3.62185	1.43457	1.93504	30822.9	35840.3	5017.36	32000	2.75204e+06	90.7703	63.9604	120185	117998	2.58799
0.88	852.114	2442.74	1.21269	31261.5	3.28399	1.76213	949.683	503.364	0.361981	0.579415	0.918499	0.859901	3.6096	1.46267	1.92856	30859.2	35887	5027.74	32000	2.75359e+06	92.1711	63.4766	119526	117308	2.58084
0.89	851.606	2450.16	1.20611	31199.2	3.26837	1.75736	949.624	502.315	0.361386	0.579608	0.918349	0.859797	3.5988	1.49794	1.9223	30898.4	35936.8	5038.44	32000	2.75543e+06	94.0993	63.0293	118956	116647	2.57464
0.9	851.116	2457.45	1.19993	31133.2	3.25431	1.75289	949.57	501.37	0.360835	0.579782	0.918207	0.859697	3.58893	1.51727	1.91639	30939.4	35988.7	5049.32	32000	2.75751e+06	95.0738	62.6233	118441	116025	2.56906
0.91	850.649	2452.65	1.19984	31064.8	3.24124	1.74872	949.52	500.489	0.360844	0.579944	0.918073	0.859602	3.57969	1.52882	1.91084	30876.3	35919.3	5043.01	32000	2.75037e+06	95.5928	62.2563	117961	115443	2.56386
0.92	850.154	2447.58	1.20013	30994.9	3.22887	1.74472	949.473	499.612	0.360864	0.580217	0.917944	0.859501	3.57107	1.53669	1.90548	30810.6	35847.1	5036.49	32000	2.74292e+06	95.8839	61.9118	117505	114884	2.55917
0.93	849.629	2444.04	1.20049	30923.9	3.21706	1.74102	949.428	498.506	0.360906	0.581252	0.917824	0.859394	3.56478	1.54365	1.90051	30765.8	35799.4	5033.63	32000	2.73724e+06	96.01	61.605	117069	114366	2.55624
0.94	849.084	2440.52	1.20083	30852.1	3.20575	1.73766	949.385	497.47	0.360947	0.582181	0.917714	0.859282	3.55837	1.54959	1.89596	30721	35751.9	5030.92	32000	2.7315e+06	96.1047	61.3388	116650	113893	2.55328
0.95	848.518	2437.07	1.20116	30779.6	3.19488	1.73454	949.344	496.486	0.360987	0.583044	0.917611	0.859167	3.55194	1.55493	1.89171	30676.8	35705.2	5028.48	32000	2.72575e+06	96.1863	61.1016	116247	113453	2.55037
0.96	847.933	2433.71	1.20147	30706.4	3.18444	1.73159	949.304	495.548	0.361025	0.583856	0.917514	0.859048	3.54551	1.55984	1.88768	30633.5	35659.8	5026.33	32000	2.72003e+06	96.2627	60.8856	115858	113036	2.54751
0.97	847.329	2430.44	1.20177	30632.7	3.17441	1.72877	949.266	494.65	0.361063	0.584625	0.91742	0.858924	3.53911	1.5644	1.88381	30591.1	35615.6	5024.5	32000	2.71433e+06	96.337	60.6856	115484	112637	2.54472
0.98	846.706	2427.26	1.20206	30558.4	3.16476	1.72605	949.229	493.792	0.3611	0.585355	0.917329	0.858797	3.53274	1.56865	1.88005	30549.7	35572.7	5022.97	32000	2.70867e+06	96.4103	60.4979	115123	112251	2.54201
0.99	846.065	2424.17	1.20234	30483.6	3.15547	1.72341	949.193	492.97	0.361136	0.586046	0.91724	0.858666	3.52638	1.57258	1.87639	30509.2	35531	5021.73	32000	2.70303e+06	96.4829	60.3199	114776	111876	2.53936
1	845.406	2421.17	1.2026	30408.2	3.14654	1.72083	949.159	492.184	0.361171	0.5867	0.917153	0.858532	3.52005	1.57623	1.8728	30469.7	35490.4	5020.77	32000	2.69742e+06	96.5548	60.1495	114440	111508	2.53678
1.01	844.729	2415.58	1.20268	30332.7	3.13779	1.7182	949.126	491.952	0.36119	0.585712	0.917063	0.858394	3.50934	1.56206	1.86911	30395.9	35410.3	5014.32	32000	2.68874e+06	95.8107	59.9719	114111	111133	2.53108
1.02	844.015	2407.03	1.20261	30259.8	3.12798	1.7147	949.089	492.157	0.361195	0.583199	0.916944	0.858248	3.49376	1.53104	1.86418	30283.7	35285.5	5001.79	32000	2.67655e+06	94.2338	59.6815	113742	110634	2.52198
1.03	843.254	2399.67	1.20267	30189	3.11733	1.71065	949.048	491.985	0.361214	0.581651	0.916805	0.858093	3.4801	1.5103	1.85843	30187.2	35179.4	4992.21	32000	2.66561e+06	93.0928	59.3158	113339	110055	2.51439
1.04	842.451	2394.52	1.20291	30119.6	3.10613	1.7065	949.005	491.27	0.361249	0.581616	0.916661	0.857929	3.47004	1.49517	1.85249	30119.6	35107.4	4987.75	32000	2.65711e+06	92.0325	58.9323	112915	109459	2.5095
1.05	841.619	2389.47	1.20319	30051.5	3.09452	1.70249	948.961	490.468	0.361287	0.58176	0.916521	0.857759	3.46008	1.48197	1.84672	30053.3	35037.1	4983.71	32000	2.64865e+06	91.0472	58.5629	112474	108883	2.50478
1.06	840.757	2384.26	1.20347	29984.7	3.08256	1.69857	948.915	489.64	0.361327	0.581908	0.916383	0.857583	3.44982	1.46945	1.84104	29985	34964.5	4979.54	32000	2.63992e+06	90.0903	58.2	112019	108317	2.49991
1.07	839.866	2379.3	1.20379	29919.1	3.07029	1.69472	948.869	488.708	0.36137	0.582308	0.916247	0.857401	3.43991	1.45749	1.83542	29919.8	34896	4976.13	32000	2.63139e+06	89.1164	57.8415	111550	107760	2.49538
