время	nd	gc*10^6	alpha	ntk	pk	pg	tgaz	tk	etai	etakad	etat	etamex	Gdiz	Gk	Gt	Meff	Mi	Mpot	Mnagr	Mosh	Mk	Mt	Lkad	Ltad	rho
2.19	582.658	1994.07	1.23672	23567.8	2.1619	1.34315	873.792	410.595	0.364674	0.639825	0.89931	0.80491	2.05477	0.904357	1.09304	26273.4	29513.4	3240	32000	1.60304e+06	41.4454	18.1262	72365.5	45508.6	2.14856
2.2	580.135	1991.88	1.23695	23519.4	2.15718	1.34144	873.624	410.151	0.364703	0.6403	0.899204	0.804395	2.044	0.901088	1.0873	26243.2	29483.2	3240	32000	1.59427e+06	41.2173	17.9423	72133.6	45197.2	2.14659
2.21	577.599	1989.7	1.23718	23471.3	2.15251	1.33974	873.458	409.711	0.364732	0.640771	0.899098	0.803877	2.03321	0.89133	1.08157	26213.3	29453.3	3240	32000	1.58549e+06	40.6943	17.7594	71903.5	44887	2.14463
2.22	575.05	1987.21	1.23744	23425	2.14719	1.33804	873.268	409.211	0.364765	0.641306	0.898991	0.803357	2.02212	0.862201	1.0758	26179.1	29419.1	3240	32000	1.57643e+06	39.2653	17.5743	71641.1	44574.2	2.1424
2.23	572.485	1984.37	1.23773	23380.9	2.14114	1.33631	873.053	408.642	0.364803	0.641915	0.898883	0.802834	2.01071	0.841601	1.06992	26140.1	29380.1	3240	32000	1.56707e+06	38.2031	17.3834	71342.4	44254.3	2.13985
2.24	569.903	1981.32	1.23805	23338.4	2.13466	1.33454	872.822	408.032	0.364843	0.642568	0.898771	0.802307	1.99908	0.827004	1.06391	26098.2	29338.2	3240	32000	1.5575e+06	37.4018	17.187	71021.4	43927.2	2.13711
2.25	567.302	1978.14	1.23838	23296.9	2.12794	1.33274	872.583	407.401	0.364885	0.643244	0.898658	0.801776	1.9873	0.816592	1.05777	26054.6	29294.6	3240	32000	1.5478e+06	36.7842	16.9865	70687.9	43594.3	2.13426
2.26	564.681	1974.91	1.23872	23256.1	2.12112	1.33093	872.34	406.759	0.364928	0.643931	0.898543	0.801241	1.97543	0.809069	1.05155	26010.2	29250.2	3240	32000	1.53802e+06	36.2952	16.7834	70348.6	43257.6	2.13135
2.27	562.042	1971.66	1.23906	23215.8	2.11429	1.3291	872.097	406.117	0.364971	0.644619	0.898427	0.800702	1.96349	0.803523	1.04526	25965.5	29205.5	3240	32000	1.5282e+06	35.8959	16.5789	70008.2	42918.6	2.12843
2.28	559.382	1968.43	1.2394	23175.8	2.10752	1.32727	871.856	405.481	0.365014	0.645301	0.898311	0.80016	1.95153	0.799313	1.03894	25921.1	29161.1	3240	32000	1.51837e+06	35.5589	16.3741	69669.8	42578.8	2.12552
2.29	556.703	1965.24	1.23973	23136.1	2.10084	1.32545	871.618	404.854	0.365057	0.645973	0.898195	0.799613	1.93955	0.795991	1.03258	25877.1	29117.1	3240	32000	1.50854e+06	35.265	16.1697	69335.5	42239	2.12264
2.3	554.005	1962.09	1.24006	23096.5	2.0943	1.32362	871.385	404.239	0.365098	0.646632	0.898078	0.799062	1.92758	0.793244	1.02621	25833.9	29073.9	3240	32000	1.49871e+06	35.0008	15.9662	69006.7	41899.8	2.1198
2.31	551.288	1959.01	1.24038	23057.1	2.08789	1.32181	871.157	403.637	0.365139	0.647277	0.897962	0.798508	1.9156	0.790855	1.01984	25791.4	29031.4	3240	32000	1.48891e+06	34.7572	15.764	68684.4	41561.8	2.11702
2.32	548.552	1955.98	1.2407	23017.7	2.08163	1.32	870.934	403.05	0.36518	0.647907	0.897846	0.797949	1.90364	0.788674	1.01347	25749.8	28989.8	3240	32000	1.47913e+06	34.5277	15.5632	68369	41225.3	2.11429
2.33	545.798	1953.02	1.241	22978.3	2.07553	1.31821	870.717	402.478	0.365219	0.648521	0.89773	0.797387	1.89169	0.786598	1.0071	25709	28949	3240	32000	1.46938e+06	34.3078	15.364	68060.9	40890.4	2.11162
2.34	543.026	1950.14	1.24131	22939	2.06959	1.31642	870.506	401.92	0.365257	0.649119	0.897615	0.796822	1.87975	0.784556	1.00074	25669.3	28909.3	3240	32000	1.45965e+06	34.0944	15.1666	67760.1	40557.2	2.10901
2.35	540.237	1947.32	1.2416	22899.7	2.06381	1.31465	870.3	401.377	0.365295	0.649702	0.8975	0.796252	1.86784	0.7825	0.994382	25630.4	28870.4	3240	32000	1.44996e+06	33.8855	14.9709	67466.7	40225.9	2.10646
2.36	537.43	1944.56	1.24189	22860.5	2.05818	1.31288	870.099	400.849	0.365331	0.650268	0.897386	0.79568	1.85594	0.780398	0.988038	25592.5	28832.5	3240	32000	1.44029e+06	33.6796	14.7769	67180.6	39896.3	2.10397
2.37	534.608	1941.88	1.24217	22821.2	2.0527	1.31113	869.904	400.335	0.365367	0.65082	0.897272	0.795104	1.84405	0.778229	0.981704	25555.5	28795.5	3240	32000	1.43066e+06	33.4756	14.5848	66901.7	39568.6	2.10154
2.38	531.768	1939.26	1.24244	22782	2.04737	1.30938	869.715	399.836	0.365402	0.651356	0.897158	0.794524	1.83219	0.77598	0.97538	25519.4	28759.4	3240	32000	1.42105e+06	33.273	14.3944	66629.8	39242.7	2.09916
2.39	528.913	1936.7	1.24271	22742.9	2.04219	1.30765	869.53	399.349	0.365436	0.651878	0.897045	0.793942	1.82034	0.773641	0.969066	25484.2	28724.2	3240	32000	1.41147e+06	33.0712	14.2057	66364.8	38918.6	2.09685
2.4	526.043	1934.24	1.24297	22703.7	2.03715	1.30593	869.35	398.871	0.36547	0.65242	0.896932	0.793356	1.80854	0.771222	0.962764	25450.2	28690.2	3240	32000	1.40194e+06	32.8687	14.0188	66106.4	38596.3	2.09462
2.41	523.158	1931.89	1.24324	22664.6	2.03224	1.30423	869.176	398.394	0.365503	0.653024	0.89682	0.792767	1.79682	0.76874	0.956493	25418	28658	3240	32000	1.39248e+06	32.6642	13.8343	65854.5	38276.6	2.09252
2.42	520.259	1929.59	1.24349	22625.5	2.02746	1.30253	869.006	397.929	0.365536	0.653613	0.896709	0.792175	1.78511	0.766167	0.950245	25386.5	28626.5	3240	32000	1.38305e+06	32.4603	13.6518	65609	37959.3	2.09047
2.43	517.346	1927.35	1.24375	22586.5	2.02281	1.30085	868.84	397.478	0.365568	0.654185	0.896598	0.791581	1.77341	0.763503	0.944012	25355.8	28595.8	3240	32000	1.37364e+06	32.2568	13.4711	65369.5	37643.9	2.08847
2.44	514.419	1925.17	1.24399	22547.5	2.01828	1.29918	868.679	397.038	0.365599	0.654742	0.896487	0.790983	1.76173	0.760748	0.937789	25325.8	28565.8	3240	32000	1.36426e+06	32.0536	13.2921	65136.1	37330.1	2.08651
2.45	511.479	1923.03	1.24423	22508.6	2.01387	1.29752	868.522	396.61	0.365629	0.655285	0.896377	0.790384	1.75006	0.757903	0.931576	25296.5	28536.5	3240	32000	1.35489e+06	31.8507	13.1146	64908.4	37017.8	2.0846
2.46	508.527	1920.95	1.24446	22469.7	2.00957	1.29587	868.369	396.193	0.365659	0.655814	0.896267	0.789781	1.73839	0.754969	0.92537	25267.9	28507.9	3240	32000	1.34555e+06	31.648	12.9386	64686.2	36707	2.08273
2.47	505.562	1918.92	1.24469	22430.9	2.00539	1.29422	868.22	395.787	0.365688	0.656329	0.896158	0.789176	1.72674	0.751949	0.919171	25240	28480	3240	32000	1.33623e+06	31.4455	12.7641	64469.5	36397.5	2.0809
2.48	502.585	1916.93	1.24491	22392.2	2.00131	1.29259	868.075	395.392	0.365716	0.65683	0.896049	0.788568	1.7151	0.748845	0.912979	25212.7	28452.7	3240	32000	1.32692e+06	31.2431	12.591	64258	36089.4	2.07912
2.49	499.596	1914.99	1.24513	22353.5	1.99734	1.29096	867.933	395.007	0.365744	0.657319	0.89594	0.787958	1.70347	0.74566	0.906793	25186.1	28426.1	3240	32000	1.31763e+06	31.0409	12.4193	64051.6	35782.5	2.07738
2.5	496.595	1913.09	1.24534	22314.9	1.99346	1.28934	867.795	394.632	0.365771	0.657796	0.895831	0.787346	1.69185	0.742397	0.900614	25160	28400	3240	32000	1.30836e+06	30.8388	12.249	63850.2	35477	2.07567
2.51	493.582	1911.24	1.24555	22276.3	1.98969	1.28773	867.661	394.266	0.365797	0.658261	0.895723	0.786731	1.68024	0.739057	0.89444	25134.5	28374.5	3240	32000	1.29911e+06	30.6368	12.0801	63653.5	35172.6	2.07401
2.52	490.559	1909.43	1.24575	22237.8	1.98601	1.28613	867.53	393.91	0.365823	0.658714	0.895615	0.786114	1.66864	0.735645	0.888271	25109.7	28349.7	3240	32000	1.28988e+06	30.435	11.9125	63461.4	34869.4	2.07238
2.53	487.525	1907.66	1.24595	22199.4	1.98241	1.28453	867.402	393.562	0.365848	0.659156	0.895507	0.785495	1.65704	0.731845	0.882108	25085.3	28325.3	3240	32000	1.28065e+06	30.2202	11.7463	63273.7	34567.4	2.07079
2.54	484.48	1905.75	1.24616	22161.9	1.97856	1.28294	867.265	393.189	0.365875	0.659631	0.8954	0.784873	1.64533	0.711261	0.87594	25059.1	28299.1	3240	32000	1.27133e+06	29.3051	11.5804	63072.1	34265.3	2.06907
2.55	481.423	1903.65	1.2464	22125.6	1.9743	1.28134	867.113	392.777	0.365905	0.660155	0.895291	0.78425	1.63345	0.697368	0.869716	25030.2	28270.2	3240	32000	1.26185e+06	28.6552	11.413	62849.1	33960.3	2.06718
2.56	478.353	1901.44	1.24664	22090.2	1.96984	1.27972	866.954	392.346	0.365937	0.660703	0.895181	0.783623	1.62147	0.687784	0.863426	24999.7	28239.7	3240	32000	1.25228e+06	28.178	11.2444	62615.2	33652.5	2.06518
2.57	475.27	1899.18	1.2469	22055.2	1.96531	1.2781	866.793	391.908	0.365969	0.661261	0.895071	0.782994	1.60943	0.680938	0.857085	24968.8	28208.8	3240	32000	1.24266e+06	27.812	11.0753	62377.2	33342.8	2.06315
2.58	472.173	1896.93	1.24715	22020.6	1.96079	1.27647	866.632	391.471	0.366001	0.661817	0.89496	0.782362	1.59737	0.675806	0.85071	24937.7	28177.7	3240	32000	1.23303e+06	27.5172	10.9063	62139.4	33032.2	2.06112
2.59	469.062	1894.7	1.2474	21986.2	1.95633	1.27485	866.473	391.041	0.366032	0.662366	0.894849	0.781727	1.5853	0.671724	0.844315	24907.1	28147.1	3240	32000	1.2234e+06	27.2676	10.738	61904.3	32721.6	2.05911
2.6	465.938	1892.51	1.24764	21952	1.95196	1.27323	866.318	390.619	0.366064	0.662904	0.894738	0.781089	1.57323	0.668266	0.837911	24876.9	28116.9	3240	32000	1.21378e+06	27.0463	10.5707	61673.5	32411.6	2.05713
2.61	462.801	1890.37	1.24788	21917.8	1.9477	1.27162	866.166	390.207	0.366094	0.663429	0.894627	0.780449	1.56117	0.665158	0.831505	24847.4	28087.4	3240	32000	1.20418e+06	26.8426	10.4047	61448	32102.3	2.0552
2.62	459.651	1888.28	1.24811	21883.7	1.94355	1.27001	866.018	389.807	0.366124	0.663939	0.894516	0.779806	1.54912	0.662227	0.825101	24818.7	28058.7	3240	32000	1.1946e+06	26.6498	10.2401	61228.3	31794.2	2.05331
2.63	456.488	1886.25	1.24834	21849.7	1.93952	1.26841	865.875	389.418	0.366152	0.664435	0.894406	0.779161	1.53708	0.659363	0.818703	24790.7	28030.7	3240	32000	1.18504e+06	26.4633	10.0771	61014.5	31487.3	2.05147
2.64	453.313	1884.27	1.24856	21815.7	1.93561	1.26682	865.736	389.041	0.366181	0.664916	0.894296	0.778513	1.52506	0.6565	0.812313	24763.4	28003.4	3240	32000	1.1755e+06	26.2806	9.91559	60806.8	31181.6	2.04968
2.65	450.126	1882.35	1.24877	21781.7	1.93182	1.26524	865.601	388.675	0.366208	0.665383	0.894186	0.777862	1.51305	0.653594	0.80593	24736.9	27976.9	3240	32000	1.16599e+06	26.0998	9.75564	60605.1	30877.3	2.04794
2.66	446.928	1880.48	1.24898	21747.8	1.92814	1.26366	865.47	388.32	0.366234	0.665836	0.894077	0.77721	1.50106	0.650623	0.799556	24711.2	27951.2	3240	32000	1.1565e+06	25.9199	9.59726	60409.2	30574.2	2.04625
2.67	443.718	1878.66	1.24918	21714	1.92457	1.2621	865.343	387.977	0.36626	0.666274	0.893968	0.776555	1.48908	0.647572	0.79319	24686.2	27926.2	3240	32000	1.14703e+06	25.7403	9.44043	60219	30272.5	2.04461
2.68	440.497	1876.9	1.24938	21680.1	1.92112	1.26054	865.22	387.644	0.366285	0.6667	0.893859	0.775897	1.47712	0.644434	0.786833	24661.9	27901.9	3240	32000	1.13759e+06	25.5605	9.28513	60034.4	29971.9	2.04301
2.69	437.266	1875.19	1.24957	21646.4	1.91777	1.25899	865.1	387.321	0.366309	0.667112	0.893751	0.775238	1.46517	0.641206	0.780483	24638.3	27878.3	3240	32000	1.12816e+06	25.3804	9.13134	59855.1	29672.6	2.04146
2.7	434.024	1873.52	1.24976	21612.7	1.91451	1.25744	864.984	387.007	0.366333	0.667513	0.893642	0.774576	1.45323	0.637889	0.774142	24615.3	27855.3	3240	32000	1.11876e+06	25.1998	8.97904	59681	29374.5	2.03995
2.71	430.772	1871.9	1.24994	21579	1.91136	1.2559	864.872	386.704	0.366356	0.667901	0.893535	0.773913	1.44131	0.634482	0.767807	24593	27833	3240	32000	1.10937e+06	25.0186	8.82822	59511.8	29077.5	2.03848
2.72	427.511	1870.33	1.25011	21545.5	1.9083	1.25438	864.763	386.409	0.366378	0.668278	0.893427	0.773247	1.42939	0.63099	0.76148	24571.3	27811.3	3240	32000	1.1e+06	24.8368	8.67884	59347.5	28781.6	2.03705
2.73	424.24	1868.8	1.25028	21512	1.90533	1.25285	864.657	386.123	0.3664	0.668643	0.89332	0.77258	1.41749	0.627413	0.75516	24550.2	27790.2	3240	32000	1.09064e+06	24.6545	8.53089	59187.9	28486.8	2.03566
2.74	420.96	1867.32	1.25045	21478.5	1.90244	1.25134	864.555	385.845	0.366421	0.668998	0.893213	0.77191	1.4056	0.623757	0.748846	24529.7	27769.7	3240	32000	1.08131e+06	24.4716	8.38435	59032.7	28193.1	2.03431
2.75	417.671	1865.87	1.25061	21445.2	1.89964	1.24983	864.455	385.575	0.366441	0.669343	0.893106	0.771239	1.39371	0.620023	0.742538	24509.8	27749.8	3240	32000	1.07199e+06	24.2882	8.23921	58881.8	27900.3	2.033
2.76	414.373	1864.46	1.25077	21411.9	1.89692	1.24833	864.358	385.314	0.366461	0.669678	0.892999	0.770566	1.38184	0.616215	0.736235	24490.3	27730.3	3240	32000	1.06268e+06	24.1042	8.09544	58735.1	27608.5	2.03172
2.77	411.066	1863.1	1.25092	21378.7	1.89427	1.24683	864.264	385.059	0.366481	0.670003	0.892893	0.769891	1.36997	0.612336	0.729938	24471.5	27711.5	3240	32000	1.05339e+06	23.9198	7.95303	58592.4	27317.7	2.03048
2.78	407.752	1861.76	1.25107	21345.6	1.8917	1.24534	864.172	384.812	0.3665	0.67032	0.892787	0.769215	1.35812	0.608389	0.723646	24453.1	27693.1	3240	32000	1.04411e+06	23.7349	7.81196	58453.6	27027.8	2.02927
2.79	404.429	1860.47	1.25121	21312.6	1.88921	1.24386	864.083	384.572	0.366518	0.670627	0.892681	0.768536	1.34626	0.604377	0.717358	24435.2	27675.2	3240	32000	1.03484e+06	23.5495	7.67223	58318.5	26738.7	2.02809
2.8	401.098	1859.2	1.25135	21279.7	1.88678	1.24238	863.997	384.338	0.366536	0.670926	0.892576	0.767857	1.33442	0.600303	0.711076	24417.7	27657.7	3240	32000	1.02559e+06	23.3637	7.53382	58187.1	26450.6	2.02694
2.81	397.76	1857.97	1.25149	21246.9	1.88441	1.24091	863.913	384.111	0.366553	0.671217	0.89247	0.767176	1.32259	0.59617	0.704797	24400.8	27640.8	3240	32000	1.01634e+06	23.1775	7.39671	58059.1	26163.2	2.02582
2.82	394.414	1856.78	1.25162	21214.1	1.88212	1.23944	863.831	383.89	0.36657	0.6715	0.892365	0.766493	1.31076	0.59198	0.698522	24384.2	27624.2	3240	32000	1.00711e+06	22.991	7.2609	57934.5	25876.7	2.02473
2.83	391.061	1855.61	1.25175	21181.5	1.87988	1.23798	863.751	383.675	0.366587	0.671775	0.89226	0.765808	1.29893	0.587735	0.692251	24368.1	27608.1	3240	32000	997890	22.804	7.12637	57813.2	25591	2.02367
2.84	387.702	1854.47	1.25188	21149.1	1.8777	1.23653	863.674	383.466	0.366603	0.672043	0.892155	0.765123	1.28711	0.583438	0.685984	24352.4	27592.4	3240	32000	988679	22.6167	6.99312	57695.1	25306	2.02263
2.85	384.335	1853.37	1.252	21116.7	1.87559	1.23508	863.599	383.262	0.366619	0.672303	0.89205	0.764436	1.2753	0.579091	0.67972	24337.1	27577.1	3240	32000	979477	22.4291	6.86113	57580	25021.8	2.02162
2.86	380.961	1852.29	1.25212	21084.4	1.87352	1.23363	863.525	383.064	0.366634	0.672557	0.891946	0.763747	1.26349	0.574696	0.673459	24322.2	27562.2	3240	32000	970285	22.2411	6.73041	57467.8	24738.3	2.02064
2.87	377.581	1851.23	1.25224	21052.3	1.87152	1.2322	863.454	382.871	0.366649	0.672804	0.891842	0.763057	1.25168	0.570256	0.667201	24307.7	27547.7	3240	32000	961101	22.0528	6.60094	57358.5	24455.5	2.01968
2.88	374.195	1850.21	1.25235	21020.3	1.86956	1.23076	863.384	382.683	0.366663	0.673045	0.891738	0.762366	1.23988	0.565771	0.660945	24293.5	27533.5	3240	32000	951926	21.8642	6.47271	57252	24173.4	2.01875
2.89	370.802	1849.19	1.25247	20988.4	1.86763	1.22933	863.315	382.497	0.366678	0.673283	0.891634	0.761674	1.22808	0.556248	0.654693	24279.4	27519.4	3240	32000	942750	21.4815	6.34569	57146.5	23891.9	2.01782
2.9	367.403	1848.03	1.2526	20957.5	1.86541	1.22791	863.338	382.285	0.366694	0.673555	0.89153	0.76098	1.21618	0.542105	0.648396	24263.3	27503.3	3240	32000	933489	20.9135	6.21973	57025.8	23613	2.01676
2.91	363.997	1846.74	1.25274	20927.4	1.86296	1.22648	863.45	382.049	0.366713	0.673857	0.891426	0.760285	1.2042	0.530689	0.642064	24245.5	27485.5	3240	32000	924155	20.4453	6.095	56892	23336.8	2.01558
2.92	360.583	1845.36	1.25289	20897.9	1.86036	1.22506	863.569	381.799	0.366732	0.674177	0.891322	0.759588	1.19217	0.521276	0.63571	24226.5	27466.5	3240	32000	914771	20.0512	5.97088	56749.7	23060.2	2.01433
2.93	357.16	1843.94	1.25305	20868.9	1.85767	1.22364	863.691	381.54	0.366752	0.674509	0.891217	0.75889	1.18009	0.513326	0.629333	24206.9	27446.9	3240	32000	905352	19.7118	5.84736	56602.3	22783	2.01303
2.94	353.729	1842.49	1.25321	20840.3	1.85493	1.22221	863.816	381.277	0.366773	0.674846	0.891113	0.75819	1.16798	0.506438	0.622937	24186.9	27426.9	3240	32000	895913	19.4126	5.72456	56452.3	22505.3	2.01171
2.95	350.289	1841.04	1.25338	20812	1.85218	1.22079	863.942	381.013	0.366793	0.675184	0.891008	0.757488	1.15586	0.500314	0.616526	24166.7	27406.7	3240	32000	886461	19.143	5.6026	56301.4	22227.3	2.01038
2.96	346.84	1839.58	1.25354	20784	1.84943	1.21936	864.067	380.75	0.366814	0.675522	0.890903	0.756784	1.14372	0.494735	0.610105	24146.6	27386.6	3240	32000	877002	18.8949	5.48158	56150.9	21949.1	2.00905
2.97	343.382	1838.14	1.2537	20756.3	1.84672	1.21794	864.191	380.489	0.366834	0.675856	0.890798	0.756078	1.13158	0.489542	0.603678	24126.6	27366.6	3240	32000	867542	18.6626	5.36158	56001.7	21670.8	2.00773
2.98	339.916	1836.71	1.25386	20728.8	1.84404	1.21653	864.313	380.232	0.366855	0.676185	0.890693	0.755371	1.11943	0.484617	0.597246	24107	27347	3240	32000	858083	18.4417	5.24267	55854.5	21392.5	2.00643
2.99	336.44	1835.31	1.25401	20701.5	1.84141	1.21511	864.433	379.98	0.366875	0.676509	0.890588	0.754661	1.10728	0.479874	0.590811	24087.6	27327.6	3240	32000	848627	18.2291	5.12489	55709.6	21114.3	2.00515
3	332.957	1833.94	1.25417	20674.4	1.83883	1.2137	864.55	379.732	0.366894	0.676827	0.890483	0.75395	1.09512	0.475251	0.584375	24068.5	27308.5	3240	32000	839176	18.0226	5.00827	55567.5	20836.2	2.00389
3.01	329.465	1832.59	1.25432	20647.5	1.83631	1.21229	864.665	379.49	0.366913	0.677137	0.890379	0.753238	1.08297	0.470702	0.577939	24049.9	27289.9	3240	32000	829731	17.8204	4.89284	55428.2	20558.3	2.00266
3.02	325.964	1831.27	1.25446	20620.7	1.83384	1.21089	864.778	379.253	0.366932	0.677441	0.890274	0.752523	1.07082	0.466197	0.571504	24031.6	27271.6	3240	32000	820293	17.6214	4.77862	55291.9	20280.5	2.00145
3.03	322.456	1829.98	1.25461	20594.1	1.83143	1.20949	864.888	379.022	0.36695	0.677738	0.890169	0.751807	1.05867	0.46171	0.565069	24013.7	27253.7	3240	32000	810861	17.4246	4.66562	55158.7	20003	2.00027
3.04	318.94	1828.72	1.25475	20567.7	1.82908	1.20809	864.995	378.796	0.366968	0.678027	0.890065	0.75109	1.04652	0.457226	0.558635	23996.3	27236.3	3240	32000	801436	17.2294	4.55385	55028.5	19725.7	1.99911
3.05	315.416	1827.48	1.25489	20541.5	1.82678	1.2067	865.1	378.576	0.366986	0.67831	0.88996	0.750371	1.03437	0.452734	0.552202	23979.2	27219.2	3240	32000	792018	17.0353	4.44332	54901.4	19448.6	1.99798
3.06	311.885	1826.28	1.25502	20515.5	1.82454	1.20531	865.202	378.361	0.367003	0.678585	0.889856	0.74965	1.02223	0.448225	0.545771	23962.6	27202.6	3240	32000	782608	16.8421	4.33404	54777.4	19171.7	1.99688
3.07	308.347	1825.11	1.25515	20489.6	1.82236	1.20393	865.301	378.152	0.367019	0.678854	0.889752	0.748928	1.01009	0.443694	0.539341	23946.3	27186.3	3240	32000	773204	16.6494	4.22601	54656.3	18895	1.99581
3.08	304.801	1823.96	1.25528	20463.9	1.82024	1.20255	865.398	377.948	0.367036	0.679115	0.889648	0.748204	0.997948	0.439137	0.532912	23930.4	27170.4	3240	32000	763806	16.4571	4.11923	54538.2	18618.6	1.99476
3.09	301.249	1822.84	1.2554	20438.4	1.81816	1.20117	865.493	377.749	0.367051	0.67937	0.889544	0.747479	0.98581	0.434552	0.526485	23915	27155	3240	32000	754415	16.2651	4.01372	54423	18342.4	1.99373
3.1	297.689	1821.75	1.25552	20413	1.81614	1.1998	865.585	377.555	0.367067	0.679619	0.88944	0.746753	0.973674	0.429939	0.520059	23899.8	27139.8	3240	32000	745031	16.0732	3.90947	54310.6	18066.4	1.99273
3.11	294.123	1820.69	1.25564	20387.9	1.81417	1.19843	865.675	377.367	0.367082	0.679861	0.889336	0.746025	0.961539	0.425295	0.513634	23885.1	27125.1	3240	32000	735652	15.8815	3.80649	54201	17790.7	1.99175
3.12	290.551	1819.65	1.25576	20362.9	1.81225	1.19706	865.762	377.183	0.367097	0.680098	0.889232	0.745296	0.949406	0.420622	0.50721	23870.7	27110.7	3240	32000	726280	15.6898	3.70479	54094.2	17515.2	1.9908
3.13	286.972	1818.64	1.25587	20338.1	1.81039	1.1957	865.847	377.003	0.367111	0.680328	0.889128	0.744566	0.937275	0.41592	0.500787	23856.7	27096.7	3240	32000	716913	15.4981	3.60435	53990	17239.9	1.98987
3.14	283.387	1817.65	1.25598	20313.5	1.80856	1.19434	865.93	376.829	0.367125	0.680552	0.889025	0.743834	0.925145	0.411189	0.494366	23843	27083	3240	32000	707551	15.3065	3.50521	53888.4	16964.9	1.98897
3.15	279.797	1816.69	1.25609	20289.1	1.80679	1.19298	866.011	376.659	0.367139	0.68077	0.888921	0.743101	0.913017	0.406429	0.487945	23829.7	27069.7	3240	32000	698195	15.1148	3.40734	53789.4	16690.1	1.98808
3.16	276.2	1815.75	1.25619	20264.9	1.80506	1.19163	866.09	376.493	0.367152	0.680983	0.888818	0.742367	0.90089	0.401642	0.481526	23816.7	27056.7	3240	32000	688844	14.9232	3.31076	53692.9	16415.5	1.98722
3.17	272.598	1814.83	1.2563	20240.9	1.80338	1.19028	866.167	376.332	0.367165	0.68119	0.888714	0.741632	0.888764	0.396829	0.475107	23804	27044	3240	32000	679498	14.7315	3.21547	53598.9	16141.2	1.98638
3.18	268.99	1813.94	1.2564	20217.1	1.80174	1.18893	866.241	376.175	0.367178	0.681391	0.888611	0.740896	0.87664	0.391989	0.46869	23791.7	27031.7	3240	32000	670156	14.5397	3.12148	53507.2	15867.1	1.98556
3.19	265.376	1813.07	1.25649	20193.5	1.80015	1.18759	866.314	376.022	0.36719	0.681588	0.888508	0.740158	0.864516	0.387125	0.462273	23779.6	27019.6	3240	32000	660819	14.3479	3.02879	53417.9	15593.2	1.98477
3.2	261.758	1812.22	1.25659	20170.1	1.79859	1.18625	866.385	375.873	0.367202	0.681779	0.888405	0.73942	0.852394	0.382236	0.455856	23767.9	27007.9	3240	32000	651487	14.1561	2.9374	53330.9	15319.6	1.98399
3.21	258.134	1811.36	1.25668	20147	1.79701	1.18492	866.457	375.721	0.367214	0.681973	0.888302	0.73868	0.840258	0.369878	0.449439	23755.9	26995.9	3240	32000	642145	13.6875	2.84729	53242.4	15046.2	1.9832
3.22	254.505	1810.32	1.2568	20125	1.79511	1.18358	866.544	375.539	0.367229	0.682207	0.888198	0.73794	0.828046	0.355669	0.443002	23741.5	26981.5	3240	32000	632733	13.1451	2.75816	53135.7	14772.6	1.98224
3.23	250.869	1809.16	1.25693	20103.8	1.79299	1.18224	866.641	375.335	0.367246	0.682469	0.888095	0.737198	0.815777	0.344755	0.436533	23725.4	26965.4	3240	32000	623272	12.7217	2.6699	53016.5	14498.1	1.98117
3.24	247.226	1807.93	1.25707	20083.2	1.79074	1.1809	866.743	375.12	0.367263	0.682745	0.887991	0.736454	0.803473	0.336041	0.43004	23708.4	26948.4	3240	32000	613780	12.3783	2.58262	52890.3	14223	1.98004
3.25	243.576	1806.67	1.25721	20063.1	1.78843	1.17956	866.848	374.899	0.367281	0.683029	0.887887	0.735709	0.791145	0.32879	0.423529	23690.9	26930.9	3240	32000	604270	12.0886	2.49643	52760.6	13947.4	1.97888
3.26	239.918	1805.39	1.25735	20043.4	1.78611	1.17823	866.954	374.676	0.367299	0.683315	0.887783	0.734963	0.778801	0.322506	0.417005	23673.2	26913.2	3240	32000	594750	11.8348	2.41145	52629.8	13671.5	1.97771
3.27	236.252	1804.12	1.25749	20024	1.78379	1.17689	867.06	374.454	0.367317	0.6836	0.887678	0.734215	0.766447	0.316856	0.410473	23655.5	26895.5	3240	32000	585226	11.6051	2.32772	52499.4	13395.5	1.97654
3.28	232.578	1802.86	1.25763	20004.9	1.78151	1.17555	867.164	374.235	0.367335	0.683882	0.887574	0.733465	0.754087	0.311617	0.403936	23638.1	26878.1	3240	32000	575701	11.3913	2.24532	52370.4	13119.3	1.97538
3.29	228.897	1801.63	1.25777	19986	1.77926	1.17422	867.267	374.02	0.367353	0.684158	0.88747	0.732714	0.741723	0.30664	0.397396	23620.9	26860.9	3240	32000	566177	11.1883	2.16426	52243.5	12843.3	1.97424
3.3	225.208	1800.42	1.25791	19967.4	1.77706	1.17289	867.367	373.806	0.36737	0.684451	0.887365	0.731961	0.729362	0.30183	0.390854	23604.3	26844.3	3240	32000	556660	10.9921	2.08459	52119.2	12567.3	1.97314
3.31	221.512	1799.26	1.25804	19949	1.77491	1.17156	867.465	373.594	0.367388	0.684768	0.887261	0.731206	0.717008	0.297123	0.384314	23588.3	26828.3	3240	32000	547153	10.8003	2.00635	51997.6	12291.5	1.97208
3.32	217.809	1798.13	1.25818	19930.9	1.77281	1.17024	867.561	373.388	0.367405	0.685078	0.887157	0.730451	0.704652	0.292471	0.377776	23572.6	26812.6	3240	32000	537649	10.6118	1.92953	51878.9	12016	1.97105
