16	1.2	10													
16	755	1000													
0.3															
0.360000002	0.434668798	0.479999883	0.489032155	0.485701789	0.48238546	0.479082991	0.475794413	0.472519606	0.469259212	0.466012812	0.462780741	0.45956319	0.456360376	0.453172551	0.45
0.360695839	0.419700929	0.464630211	0.485614131	0.485792376	0.482881387	0.47960571	0.476321661	0.473036864	0.469751577	0.466465883	0.463179751	0.459892986	0.456605001	0.453313583	0.450021274
0.361053973	0.41506298	0.45900477	0.481045428	0.484697508	0.482624628	0.47990509	0.476594391	0.473278747	0.469962084	0.466644538	0.463326012	0.46000609	0.456683618	0.453354884	0.450036042
0.361219711	0.41283186	0.455628227	0.478156343	0.483777337	0.483014528	0.480179802	0.47686211	0.4735147	0.470165908	0.46681591	0.463464574	0.46011136	0.456754834	0.453390716	0.450044195
0.361228685	0.411854575	0.45359753	0.477352816	0.483669262	0.483193413	0.480459615	0.477127262	0.473747076	0.470365384	0.466982386	0.46359794	0.460211476	0.45682149	0.453423633	0.450045617
0.36109346	0.412176846	0.4530867	0.478616715	0.484537265	0.48368539	0.480780039	0.477388215	0.473970337	0.470553504	0.467138392	0.463723633	0.460300818	0.456883871	0.453453807	0.450040182
0.360801542	0.414784837	0.455323623	0.476170736	0.486274234	0.484373907	0.481013277	0.477433287	0.473940389	0.470527189	0.467159083	0.463794434	0.460384293	0.456937777	0.453479629	0.450027755
0.360284898	0.423437934	0.464305509	0.484468368	0.488197252	0.484193488	0.480326187	0.476722615	0.473302603	0.470002146	0.466768506	0.463553363	0.460305959	0.456885697	0.453495137	0.450008342
0.360474142	0.418304276	0.45881781	0.481509398	0.485426552	0.482395518	0.478791044	0.475398378	0.472175959	0.469067824	0.466024808	0.463000823	0.459947043	0.456803914	0.45348989	0.450015664
0.360863442	0.41140654	0.450595656	0.471369284	0.479067165	0.479046907	0.476474906	0.473364466	0.470595929	0.467753339	0.46495392	0.462162181	0.459335161	0.45642121	0.453267629	0.450033949
0.361095783	0.408825397	0.447878008	0.469106442	0.475227445	0.475214019	0.473367076	0.470988652	0.468419563	0.466025795	0.463531962	0.461022331	0.458468523	0.455848686	0.453101229	0.45004485
0.361167588	0.406743	0.44293382	0.465123612	0.471261944	0.471644259	0.470153317	0.468157502	0.466067877	0.463952309	0.461813666	0.459649058	0.457448205	0.455185212	0.452788507	0.45004731
0.36111057	0.408198791	0.446144253	0.462883922	0.468177109	0.468311147	0.466974744	0.465294211	0.463552505	0.461788189	0.460003472	0.458195686	0.456355402	0.454458367	0.452331089	0.450042681
0.360919358	0.409260496	0.4476196	0.462131565	0.465553281	0.465015169	0.463772841	0.462390131	0.460981725	0.459471376	0.45803537	0.456662106	0.455182769	0.453660569	0.452034784	0.450032379
0.360575891	0.411841254	0.451510056	0.462106403	0.462454466	0.461537381	0.460485398	0.459408113	0.458319373	0.457222719	0.456040241	0.455008594	0.453887323	0.452745836	0.451395645	0.450017733
0.360000006	0.41000707	0.460000005	0.459327806	0.458653919	0.457883078	0.45710377	0.456322022	0.455533538	0.454743394	0.453950559	0.453157005	0.452363951	0.451572618	0.450784225	0.45
