16	0.6	3.6													
16	1.24	5.1													
0.5															
0.758797365	0.734124443	0.660691457	0.6	0.545613008	0.466612239	0.387777512	0.343091735	0.322898922	0.292921897	0.263107762	0.232275516	0.192760868	0.149267265	0.112218114	0.077337078
0.722857329	0.777372471	0.799512331	0.749327814	0.686788323	0.606751061	0.532633979	0.482390554	0.43669329	0.396664656	0.359622109	0.323041378	0.283163279	0.241037164	0.202148624	0.162984894
0.68432357	0.740964286	0.78070628	0.81420629	0.79004721	0.737500209	0.662270296	0.601875018	0.53570248	0.491645222	0.451109317	0.414301733	0.373562475	0.330581619	0.287249499	0.243764279
0.652233889	0.708112731	0.75757451	0.791398065	0.799834639	0.797884987	0.767307738	0.70213204	0.632496656	0.582793995	0.540062908	0.50547283	0.462477739	0.415251822	0.367637759	0.318804754
0.625980373	0.681067982	0.7297114	0.771885567	0.796102414	0.804380184	0.803594477	0.783685673	0.733093013	0.674739489	0.619489052	0.581406846	0.540445362	0.492513815	0.443270835	0.394319702
0.605531247	0.659798262	0.707593961	0.748893281	0.783671158	0.799536045	0.810386375	0.810464534	0.796286987	0.755578485	0.693118093	0.640312661	0.598958468	0.558842614	0.511749399	0.461381527
0.590854734	0.644271796	0.691190415	0.731585528	0.765432073	0.792188395	0.804261931	0.813659002	0.812197725	0.800405153	0.763191681	0.706730876	0.64656361	0.609038134	0.56888645	0.518296155
0.581919057	0.634456805	0.680468985	0.719930532	0.752816384	0.779101478	0.797661684	0.808406475	0.8143342	0.814820694	0.805219644	0.760417725	0.703775611	0.652793218	0.611114445	0.563865879
0.578692439	0.630321514	0.675397895	0.713896516	0.745792316	0.771060231	0.789675197	0.801534065	0.809556666	0.819916583	0.819407405	0.799867249	0.757603807	0.697347263	0.644202413	0.596892996
0.581143103	0.631834146	0.675945367	0.713451703	0.744328091	0.768549467	0.786090769	0.795415808	0.803315817	0.810853764	0.814705825	0.811773647	0.793205784	0.721757881	0.675295215	0.623405623
0.589239272	0.638962923	0.682079626	0.718564317	0.748391933	0.771537411	0.781046308	0.789551452	0.797944732	0.805323261	0.811426948	0.819217182	0.809775268	0.780483069	0.717500531	0.652390556
0.602949171	0.65167607	0.693768894	0.72920258	0.757952064	0.766678632	0.77527119	0.783750665	0.791999457	0.799899965	0.806522217	0.810493845	0.809662173	0.79802214	0.748141493	0.680774359
0.622241021	0.669941808	0.710981394	0.744599945	0.75231278	0.760992739	0.769558397	0.777892153	0.785876407	0.793393557	0.800326004	0.805878514	0.809656487	0.803796527	0.775171495	0.705339714
0.647083046	0.693728362	0.730637531	0.737948751	0.7467161	0.755367928	0.763786635	0.771854622	0.779454286	0.786468029	0.79277825	0.798267349	0.802954802	0.801418314	0.782785239	0.722869301
0.67744347	0.716378254	0.723586546	0.732441271	0.741179256	0.749682903	0.757834609	0.765516776	0.772611802	0.779002087	0.784570031	0.789198034	0.796530961	0.797327884	0.78512732	0.735349674
0.701962086	0.709226164	0.718168252	0.726992383	0.735580956	0.74381637	0.751581026	0.758757322	0.765227659	0.770874436	0.775580053	0.784329462	0.802989257	0.806620683	0.791832449	0.757852862
															
															
															
															
															
															
															
															
															
