16	1	5.22													
16	12000	42600													
0.1															
0.8	-0.469702633	-3.551739142	-8.213354946	-14.17421963	-21.15382952	-28.87434515	-37.06342877	-45.45708185	-53.80248254	-61.86082319	-69.41014785	-76.24818974	-82.19520873	-87.09682889	-90.82687591
0.920795117	0.244434288	-2.070058012	-5.867902433	-10.87126679	-16.81602837	-23.44093683	-30.49045172	-37.71757993	-44.88671323	-51.77646574	-58.18251144	-63.92042162	-68.82850243	-72.77063232	-75.63909958
1.097808269	0.790713385	-0.671880008	-3.646010139	-7.744567078	-12.72260254	-18.33420432	-24.33937825	-30.50688572	-36.6170811	-42.46474931	-47.86194324	-52.64082131	-56.65648492	-59.78981597	-61.95031432
1.30689165	1.33498469	0.35081871	-1.770337456	-4.897714392	-8.976447777	-13.65494551	-18.70750876	-23.91740235	-29.07969233	-34.00408338	-38.51775638	-42.46820586	-45.72607751	-48.18800565	-49.77945076
1.468561458	1.563688073	1.126755163	-0.11564682	-2.537376735	-5.651278239	-9.474689575	-13.66278767	-18.01208985	-22.33112281	-26.44326006	-30.18955945	-33.43160063	-36.0543226	-37.96886114	-39.11538635
1.606193159	1.604205593	1.416535675	0.841178202	-0.377669401	-2.5335932	-5.838545641	-9.246652265	-12.82731394	-16.40126701	-19.80430283	-22.89010524	-25.53308804	-27.63123253	-29.10892498	-29.91979412
1.765883327	1.782938874	1.77675605	1.466458174	0.890779168	-0.674180401	-2.233072289	-5.476881448	-8.375694789	-11.29618668	-14.08531532	-16.60813954	-18.75065633	-20.42263831	-21.56047124	-22.12999149
1.936378328	1.980880821	1.997807384	1.871706412	1.338902547	0.859989461	-0.919578281	-1.863446509	-4.648955801	-7.000959634	-9.263330043	-11.31124989	-13.04104836	-14.37303839	-15.25435426	-15.661789
2.131499717	2.125212725	2.145230556	2.07731217	1.945354974	1.96292469	1.072468305	-0.736606368	-1.313143653	-3.482528533	-5.297157236	-6.948714384	-8.342610346	-9.408447446	-10.10285746	-10.41233911
2.336457442	2.334500459	2.392342384	2.401262761	2.268212901	2.190876407	1.539740262	1.296064164	-0.15454374	-0.569217952	-2.130233568	-3.454350379	-4.578140666	-5.439245128	-6.002542079	-6.262984934
2.584148991	2.593379133	2.66281569	2.702799954	2.643305467	2.505170602	2.268944414	2.043552643	1.392747166	0.584499866	0.303213809	-0.749363321	-1.657738596	-2.363024855	-2.837095961	-3.082109044
2.826042323	2.808919883	2.864292759	2.956316657	2.976991632	2.850244037	2.764964426	2.73131145	2.477569006	1.745440914	1.355702216	1.197484217	0.5183469	-0.067442567	-0.480182323	-0.727982225
3.074519496	3.053982214	3.11637777	3.239929781	3.267132283	3.174152021	3.059716336	3.024660885	2.824965705	2.92206248	2.39161177	2.080532169	2.001887158	1.566934497	1.201711479	0.948387753
3.312657789	3.290227351	3.339928246	3.352963937	3.362063567	3.376839023	3.371902794	3.319550432	3.270896004	3.311624463	3.22745078	3.072140389	2.6694359	2.636189745	2.346425179	2.100407365
3.506260231	3.484046956	3.467001644	3.4640265	3.515705004	3.509343237	3.492096648	3.484010495	3.464061376	3.418111014	3.44780396	3.595458764	3.342756791	3.213330488	3.088144244	2.883048562
3.6	3.567921836	3.511591506	3.447949071	3.395216459	3.369259625	3.379950711	3.4275302	3.49896908	3.564330998	3.576301374	3.62379468	3.571822369	3.563695124	3.529966669	3.45
